RUN,TIMESTAMP,TASK,DATA_NAME,IN_ROWS,QUESTION,OUT_ROWS,OUT_COLS,SOLUTION,VERSION,GIT,FUN,TIME_SEC,MEM_GB,CACHE,CHK,CHK_TIME_SEC,ON_DISK
1,1671793805,groupby,TESTTABLE2,\\N,largest two v3 by id6,2000000,\\N,snowflake,6.41.2,\\N,select group by,3.844000,0.985717,1,\\N,\\N,0
