RUN,TIMESTAMP,TASK,DATA_NAME,IN_ROWS,QUESTION,OUT_ROWS,OUT_COLS,SOLUTION,VERSION,GIT,FUN,TIME_SEC,MEM_GB,CACHE,CHK,CHK_TIME_SEC,ON_DISK
1,1671793833,groupby,TESTTABLE2,\\N,sum v3 count by id1:id6,100000000,\\N,snowflake,6.41.2,\\N,select group by,11.701000,1.637649,1,\\N,\\N,0
